utilisateur,sujet,date_h
1144,DolbyAtmos,2023-11-27 16:59:01.663702
1323,Festival,2023-05-22 17:43:13.642393
1828,InternationalTrailer,2023-05-23 12:18:52.582810
3029,CloseUp,2023-11-02 03:11:28.193668
3370,CrossCut,2023-07-03 14:28:16.655755
336,InternationalTrailer,2024-03-14 17:38:49.951065
1995,GraphicNovel,2023-06-20 20:54:34.354291
2288,Gala,2023-08-25 13:46:33.922443
2264,Showcase,2023-08-21 06:34:30.172426
2043,SpecialEffects,2024-02-26 04:54:16.997891
3452,Screenplay,2024-04-22 07:31:21.899696
2463,MovieMagic,2023-08-23 19:18:40.949294
1858,CinemaScope,2023-12-10 00:59:29.601963
3417,Rehearsal,2023-10-10 01:52:27.119571
1412,FilmAesthetics,2023-07-03 20:23:25.039201
3542,OriginalStory,2023-05-13 14:05:06.618601
1590,Argument,2023-06-11 08:28:49.611140
316,Discussion,2024-03-29 10:17:31.282383
3624,Tilt,2023-10-15 08:21:47.589150
639,Soundtrack,2023-08-21 07:34:08.080827
3543,Handheld,2023-06-07 18:16:26.102439
135,CharacterPoster,2023-12-05 15:57:59.149219
3241,Piracy,2023-10-11 21:52:40.359205
1696,ExecutiveProducer,2024-02-09 02:46:27.945335
2281,CostumeDesign,2023-09-20 03:45:49.217152
1233,Soundtrack,2024-04-22 07:19:49.717991
868,TieIn,2024-05-04 07:42:59.277761
3289,Afterparty,2023-12-04 03:09:07.385094
3453,SplitScreen,2023-08-10 15:29:00.590349
3601,FilmAnalysis,2023-05-30 00:09:41.259676
3916,Convention,2023-09-20 06:24:05.399135
2091,BusStopPoster,2023-06-20 14:15:06.608660
811,OfficialGuide,2023-12-13 21:35:09.118183
3234,Interview,2024-02-17 20:48:47.091636
3618,ForeignFilm,2023-08-14 04:19:34.867851
1989,Looping,2023-12-25 17:29:24.924154
1926,ForeignFilm,2023-09-29 05:54:25.738365
2079,PerformanceCapture,2023-09-21 18:33:40.744297
224,Exhibition,2023-11-05 03:33:15.375300
271,CostumeDesign,2023-08-29 09:25:15.033700
2195,Debate,2023-06-18 20:44:58.222309
1961,SoundMixing,2023-12-12 06:17:40.464265
3524,Franchise,2023-10-21 20:58:24.621207
857,Pan,2023-09-09 05:37:23.624471
474,Stereo,2024-01-08 01:28:27.468315
1081,Musical,2024-04-21 07:59:57.034201
352,OriginalStory,2023-10-01 23:49:38.827661
3248,Collectibles,2023-10-11 06:56:19.420746
3627,InternationalPoster,2024-03-03 23:03:10.395620
2884,TeaserTrailer,2023-07-31 21:21:06.617380
2810,Retrospective,2023-08-24 02:10:45.324990
3389,Gathering,2023-10-30 12:50:50.089961
3343,PerformanceCapture,2024-03-08 05:50:10.768181
844,DTS,2024-03-21 05:43:56.357477
1893,TVSpot,2023-12-22 19:09:06.558493
3938,FilmCritic,2024-03-28 13:08:19.835075
1298,Family,2023-05-23 06:11:03.183691
3587,FilmCriticism,2024-02-10 01:50:43.463580
3612,BehindTheScenes,2023-11-17 06:35:13.517373
3700,Soliloquy,2023-06-28 04:27:18.765987
2793,Musical,2023-11-03 19:21:16.754725
1266,Cinematography,2024-04-25 07:31:06.928959
1074,RedBandTrailer,2023-05-19 02:00:16.428145
3111,ActionFigures,2023-12-29 01:41:37.465891
1909,Forum,2023-08-07 20:15:59.849913
1470,Promo,2024-02-24 19:27:58.266852
826,Cameo,2023-10-10 00:13:24.692614
754,Casting,2023-08-04 18:19:01.420558
2826,Debate,2023-10-20 15:58:30.215861
3536,Conversation,2023-06-07 05:57:40.639270
2391,OfficialGuide,2023-11-28 00:30:52.546013
1834,Sport,2023-09-28 01:10:29.627680
1624,War,2023-11-18 23:21:46.269122
1657,Discussion,2023-06-03 05:54:20.727474
125,Casting,2023-08-11 03:41:27.445748
1603,ToyLine,2024-05-06 12:25:23.961878
1101,ArtBook,2023-08-04 21:32:05.616050
1856,Soliloquy,2024-03-13 21:07:23.898359
2380,Wardrobe,2024-01-05 12:13:39.991079
2228,Remake,2023-12-05 09:29:52.158228
2075,VideoGame,2023-11-05 01:01:28.070973
2338,BusStopPoster,2023-10-18 17:58:47.700347
3155,Screening,2023-09-09 13:07:34.563060
93,Screening,2023-10-04 13:16:15.171805
3379,TeaserPoster,2024-03-04 20:20:15.328631
1784,Wardrobe,2023-12-16 11:26:45.727194
3536,Poster,2023-07-29 23:28:05.032013
1528,Mastering,2023-09-19 04:33:14.023115
2535,Soundtrack,2023-12-09 06:12:53.781506
378,SetDecoration,2023-12-01 02:55:14.383555
2566,FilmEditing,2023-09-26 05:14:13.081240
2135,Tarantino,2024-03-07 06:23:47.753725
1574,SocialMediaCampaign,2024-05-06 00:24:23.510170
2173,Screening,2024-03-17 16:39:55.828602
3617,ProductPlacement,2023-08-09 20:31:17.021033
2434,NonDiegeticSound,2023-06-29 07:41:15.421341
2893,Action,2023-12-29 11:48:37.611678
3404,InternationalTrailer,2023-09-15 00:04:50.459190
2350,CrossPromotion,2023-12-16 22:11:45.245528
3322,RedBandTrailer,2023-12-05 01:58:40.833430
3241,Afterparty,2023-10-01 15:45:15.619645
1770,Biopic,2024-01-23 08:47:54.100353
3388,Afterparty,2023-12-22 01:25:12.034884
2993,OfficialGuide,2023-08-06 18:21:11.995928
3382,SetDecoration,2023-08-31 15:47:57.650798
2631,7.1,2023-07-19 00:56:10.308604
3239,Makeup,2024-02-18 22:09:53.395805
3408,Mono,2023-11-13 07:36:40.359637
1007,CrossPromotion,2023-11-13 21:04:56.013402
289,CostumeDesignBook,2023-06-20 12:21:04.817361
588,DreamSequence,2024-04-06 21:25:17.842717
3378,SupportingRole,2023-05-27 04:55:43.158799
532,Remake,2023-07-20 23:35:29.891664
3679,FilmStructure,2023-12-01 08:34:44.276653
112,ScoreAlbum,2024-01-22 12:15:09.060713
1060,Shot,2024-02-16 17:22:20.620858
2099,Mastering,2023-11-18 11:22:21.052682
3872,OfficialGuide,2023-12-24 07:21:47.819357
57,TrackingShot,2024-02-16 03:43:30.213197
307,Gathering,2023-10-03 06:35:38.704579
3407,BehindTheScenes,2023-12-30 05:02:52.823403
3242,Horror,2023-06-12 23:46:47.524500
609,TieIn,2023-09-09 18:37:51.030921
3881,FilmMaking,2023-10-27 02:49:41.656487
737,Take,2024-03-06 02:25:14.667665
1242,SpecialEffects,2023-05-09 10:54:59.209488
1972,FilmStyle,2023-12-02 14:51:31.509594
5,FilmCriticism,2023-12-12 02:26:27.254207
2403,FilmStyle,2023-05-12 13:07:21.011939
1776,Family,2024-02-24 03:59:50.122008
515,Indie,2023-12-20 12:24:15.078233
1362,Forum,2023-10-11 19:31:58.467284
2844,Interview,2023-07-16 06:41:26.967735
3827,SplitScreen,2023-10-21 01:55:53.425908
2824,Blockbuster,2023-12-04 18:55:05.192493
2210,Biopic,2024-03-13 06:55:41.537656
645,PerformanceCapture,2024-02-07 15:43:31.847506
541,FilmTheory,2023-07-19 22:57:50.787935
195,FilmStyle,2023-06-22 11:29:15.733765
2193,SoundDesign,2024-01-01 12:23:03.316175
3654,FilmSemiotics,2023-05-18 05:59:32.306815
2160,BoxOffice,2024-02-27 15:34:47.929557
1060,ProductionDesignBook,2023-06-29 03:37:05.714047
131,Dialogue,2023-06-24 09:12:58.681176
591,History,2023-12-27 22:26:44.848042
1038,Q&A,2023-11-02 08:10:33.927094
96,PerformanceCapture,2023-10-28 17:38:00.703846
2173,ProductionDesign,2023-10-18 06:33:10.260256
3140,Biopic,2024-02-29 01:58:12.148613
1141,Trailer,2023-07-12 21:01:10.874558
2275,FilmStyle,2023-08-06 06:20:59.805458
1187,Soundtrack,2023-09-07 14:30:09.924220
2760,Adaptation,2024-01-27 02:07:53.249776
1026,Fantasy,2023-06-20 09:59:30.479983
596,DCComics,2024-02-04 16:17:51.772257
228,DolbyAtmos,2024-02-25 01:33:06.347694
3046,Take,2023-07-26 17:09:02.174412
412,ActionPoster,2023-05-19 00:19:11.495807
3943,TheatericalTrailer,2024-01-11 07:10:38.955817
315,Score,2023-10-26 22:57:05.452735
387,MidnightScreening,2023-07-25 22:55:34.738377
3980,Comedy,2023-09-15 20:08:40.234830
960,Spot,2023-12-07 16:24:50.455438
3039,FadeIn,2024-03-31 18:44:59.260027
101,FilmGenre,2024-03-10 16:18:27.697990
2829,Tilt,2024-04-10 04:37:47.660998
1647,PressJunket,2023-12-26 06:49:47.181453
3755,OpeningNight,2023-08-16 09:48:09.867800
61,SoundEffect,2023-12-14 11:19:40.708960
960,Novelization,2024-01-05 23:35:38.597714
1155,Presentation,2023-11-11 17:34:01.777438
1850,Flashback,2023-08-19 13:36:25.692848
1575,Actress,2023-10-24 00:10:16.879163
623,Premiere,2024-03-03 01:40:18.672337
2098,Soundtrack,2023-09-11 02:11:11.026146
267,ParallelEditing,2024-02-04 11:25:51.887255
3388,CharacterPoster,2023-07-07 23:34:36.818052
1578,Teaser,2023-06-28 18:52:41.842061
3020,Seminar,2023-07-18 04:17:21.580125
429,FilmLanguage,2023-12-06 08:50:46.595162
1220,TrackingShot,2023-07-03 03:30:21.376539
944,AwardSeason,2023-05-28 05:25:07.508695
2621,NewspaperAd,2024-02-12 10:46:06.823438
1411,Streaming,2023-06-10 08:14:15.075586
2239,OpeningNight,2024-04-14 17:43:26.166267
1955,SurroundSound,2023-08-17 02:32:47.761170
312,DolbyAtmos,2024-02-07 12:14:31.549250
3106,Keynote,2023-08-09 05:01:20.216785
3856,Tarantino,2023-12-28 11:32:58.221032
2556,FilmLanguage,2024-01-22 18:17:52.878335
747,Foley,2023-07-25 09:42:59.156566
145,VoiceOver,2023-08-12 17:05:52.993067
2583,BoxOffice,2024-03-04 04:37:41.838155
2762,FilmStructure,2023-10-18 14:16:31.092118
2623,CostumeDesignBook,2024-02-23 05:14:33.454238
1622,RedCarpet,2024-04-28 10:45:15.560689
640,Collectibles,2024-03-30 05:01:47.691799
2522,ArtBook,2024-01-13 15:50:32.485110
3,AmbientSound,2023-05-25 19:43:57.151727
2883,Cannes,2024-02-28 04:02:27.759674
2982,FilmSemiotics,2023-07-11 15:45:28.504666
2857,FilmTheory,2024-02-03 20:05:19.598293
1680,Assembly,2023-10-22 22:06:22.365579
462,Workshop,2023-09-13 21:35:33.027128
2707,AmbientSound,2023-10-01 16:26:06.265707
2133,Prequel,2023-07-18 13:23:38.390531
1566,Spielberg,2023-10-11 12:30:33.026354
441,CinematographyBook,2023-06-25 10:27:08.872239
1141,Teaser,2024-01-13 22:31:57.973532
539,FilmStructure,2024-04-24 07:23:57.782080
2549,SilentFilm,2023-12-28 14:15:33.866710
3605,Remake,2023-11-12 11:26:29.191673
3803,Cameo,2023-12-16 04:09:11.690922
825,ParallelEditing,2024-01-23 07:37:19.672951
1517,Crime,2023-07-03 18:23:13.256687
3844,FilmSchool,2023-11-01 20:53:00.336497
3321,CostumeDesign,2023-07-12 13:13:37.290424
328,Shot,2024-03-11 07:11:57.144027
1871,FilmFestival,2023-11-14 22:05:32.771562
1146,Interview,2023-07-28 21:21:31.255456
3185,Storyboard,2024-01-18 02:22:26.617412
2178,Nemo,2023-09-01 20:41:16.741639
3241,ComicBook,2024-01-27 19:35:43.840659
2741,ADR,2023-06-01 04:45:10.452317
2279,SurroundSound,2024-03-03 03:45:36.891814
1688,Banter,2024-03-27 01:43:49.741622
823,ComicBook,2024-04-12 09:05:48.479464
1734,Hitchcock,2023-07-26 20:32:27.262916
3210,Rehearsal,2023-11-10 07:46:50.602306
2443,Debate,2023-06-21 15:52:08.808325
1157,Convention,2023-12-27 10:58:22.793835
750,Spot,2024-02-10 09:41:05.392701
1858,RedBandTrailer,2023-10-14 17:24:30.076711
1328,StoryboardArt,2024-01-11 09:18:29.678605
1553,GraphicNovel,2023-11-10 11:49:27.993711
3096,Launch,2024-04-11 03:05:31.529569
3027,FilmNarrative,2024-01-04 05:11:11.992581
3630,FilmAesthetics,2023-09-26 14:43:07.045300
3505,Piracy,2023-07-14 07:13:40.925146
720,Score,2023-07-07 16:32:02.696518
112,Voiceover,2023-11-19 17:42:33.913321
3706,TradingCards,2024-01-26 23:37:53.082124
462,ParallelEditing,2023-10-10 16:30:32.800154
1796,Narration,2023-10-21 21:54:22.640495
2651,ProductPlacement,2023-10-25 16:25:43.871462
952,SurroundSound,2024-03-26 22:03:07.819997
3538,FilmStyle,2024-03-31 00:22:43.186939
920,FilmAesthetics,2023-11-11 07:47:07.139164
596,TeaserPoster,2024-02-07 15:14:14.435725
3380,Screening,2024-04-20 05:54:15.972688
1226,Marvel,2024-01-13 20:43:16.726986
2042,Romance,2023-05-28 12:09:47.541206
1123,Hitchcock,2024-02-03 11:05:59.287338
2113,HarryPotter,2023-06-17 05:25:11.006282
2621,Comedy,2024-02-13 10:17:34.774889
1345,Score,2024-02-06 07:18:02.552054
3287,Interrogation,2023-11-22 18:25:24.256161
1598,FilmHistory,2023-05-12 00:42:25.140891
3136,Meeting,2023-08-03 09:15:38.129677
3621,AwardSeason,2023-08-25 11:45:18.349545
3463,Featurette,2023-05-25 03:26:04.744886
3,Mastering,2023-08-26 09:28:43.420711
318,Assembly,2023-09-10 10:29:10.895032
3560,Adaptation,2023-05-12 22:08:27.578466
2022,FilmHistory,2023-12-08 13:17:52.102283
3840,FilmForm,2023-12-20 22:14:59.524469
540,CrossCut,2023-11-26 07:49:27.787581
3982,Crane,2024-02-05 14:35:16.269373
120,FilmStructure,2023-06-08 14:53:09.679811
1440,TeaserTrailer,2024-05-03 19:07:58.144406
2273,Animation,2024-04-10 07:41:08.678563
2014,FilmClub,2023-11-06 09:37:51.438686
1305,FilmGenre,2024-02-25 21:22:52.061801
298,Steadicam,2023-06-10 12:14:52.667784
811,BehindTheScenes,2024-01-31 08:21:54.155804
3025,Action,2023-10-02 18:41:59.867250
2987,Cut,2023-11-08 15:19:58.820795
280,Banter,2023-08-18 13:41:07.821465
45,War,2023-10-10 18:12:23.646868
1339,Oscar,2023-06-17 02:10:38.877803
108,FilmCriticism,2023-06-16 22:09:34.083133
1458,TVSpot,2024-04-19 08:45:51.743393
3035,ActionPoster,2023-05-17 06:24:09.616737
2340,Comedy,2024-01-16 22:15:16.658210
2195,InternationalTrailer,2023-12-08 21:49:08.742392
721,Crane,2023-11-16 21:49:26.247350
3363,History,2024-04-10 22:43:51.144146
2791,ViralMarketing,2023-07-10 07:43:32.498637
2574,Celebration,2023-12-15 08:40:39.551930
3921,Reception,2024-01-12 16:30:12.264842
391,ScoreAlbum,2023-12-29 20:17:52.276531
707,SoundMixing,2024-05-02 07:29:07.582864
2678,Symposium,2024-05-05 12:53:25.541360
2474,ComicBook,2024-04-24 20:53:36.403830
2045,SoundMixing,2024-04-11 21:45:34.122029
1004,Gathering,2023-08-14 06:32:29.581235
589,Zoom,2023-07-13 00:16:11.166209
2819,ActionFigures,2024-04-27 17:13:19.962747
3918,Makeup,2023-08-30 08:16:41.402609
3749,FilmSemiotics,2023-09-10 13:52:31.390873
3995,Foley,2023-08-23 14:23:17.426039
1601,CeremonieCesar2020,2024-04-14 06:29:45.569662
248,Foley,2023-11-12 02:59:21.032553
354,WrapParty,2023-06-02 06:39:04.378976
1803,Cinematography,2023-09-30 19:46:32.846837
3189,Romance,2023-10-08 05:34:58.768859
165,FilmStructure,2024-04-29 18:10:33.411170
1288,FadeIn,2023-11-17 11:44:48.675557
3900,ParallelEditing,2024-02-18 09:44:35.388907
472,BusStopPoster,2023-08-10 23:16:08.789233
3208,Superhero,2023-12-01 20:04:59.741163
1655,ArtDirection,2024-01-04 14:47:20.863635
3878,InternationalPoster,2024-04-20 01:14:05.862746
1045,CrossCut,2023-10-10 21:44:23.485251
3736,CostumeDesign,2023-10-18 17:48:27.706414
3038,CGI,2023-08-21 16:44:16.684964
3557,CrossPromotion,2023-11-22 13:31:23.871245
3308,FilmTheory,2023-05-09 04:47:32.617929
2187,SupportingRole,2023-06-26 19:55:56.454174
2822,Launch,2023-08-20 10:26:04.453176
316,Celebration,2023-07-12 03:58:08.524699
2151,Handheld,2024-04-11 05:45:26.059412
3273,MovieReview,2023-06-25 14:15:04.623449
3635,History,2024-01-22 20:59:37.031637
2655,ActionPoster,2023-08-30 07:41:13.150560
2882,Shot,2023-12-24 09:03:11.075552
3176,JamesBond,2024-02-11 23:12:58.960176
1500,Score,2024-02-28 10:56:35.190666
3090,ParallelEditing,2024-04-17 19:30:46.190129
1822,Assembly,2023-11-13 05:59:20.696065
3660,BruceWillis,2023-12-29 17:41:23.555379
354,Conversation,2024-01-29 16:53:02.645185
3157,Adaptation,2023-06-06 08:59:04.550017
2988,Collectibles,2024-01-21 04:10:31.450858
3069,SoundtrackAlbum,2023-10-28 18:56:48.761163
1674,Steadicam,2023-10-19 19:37:25.428646
3042,FilmLanguage,2023-05-16 14:01:53.370357
1379,FilmTheory,2023-07-14 15:02:28.757642
3475,ScreenplayBook,2023-05-28 01:44:48.727175
3430,AwardSeason,2023-10-03 14:08:15.787035
413,FilmLanguage,2023-10-21 01:38:07.777681
1316,Frame,2024-03-26 03:23:31.787683
2159,TheatericalTrailer,2023-10-11 14:16:35.709983
1764,FilmStyle,2023-08-13 05:49:27.994959
1627,ActionPoster,2024-04-16 02:26:00.957924
3366,DVD,2024-04-15 16:52:02.309837
3819,IMAX,2024-05-06 15:24:51.868155
361,BehindTheScenesBook,2023-12-06 06:03:20.632497
1303,Mastering,2023-11-21 06:12:43.312554
3094,MovieTheater,2023-08-05 16:31:26.805727
1517,InternationalPoster,2024-04-27 02:52:55.455131
423,ArtPrint,2024-03-10 00:07:41.374491
179,Adaptation,2023-07-30 10:13:32.533653
788,FilmAesthetics,2023-11-04 06:31:16.173542
1439,Comedy,2023-11-16 09:49:53.643158
943,Novelization,2023-09-16 22:24:10.555536
2801,Spinoff,2023-06-22 05:21:42.182601
1061,Crane,2024-03-03 09:42:55.815711
2042,Panel,2023-09-17 14:19:20.127135
1447,Makeup,2023-11-10 11:34:38.124317
1852,Homage,2024-02-07 08:44:02.999814
3232,SplitScreen,2024-04-20 21:25:43.595649
2470,MovieTheater,2023-09-30 16:24:11.029755
1735,Western,2023-09-19 12:59:40.155169
378,ViralMarketing,2023-05-12 08:19:48.625588
2015,FilmStyle,2023-09-16 16:08:07.897511
3211,Mastering,2023-12-12 07:40:49.804019
3768,Banter,2023-06-11 20:42:31.776324
3225,FilmNoir,2023-07-12 01:13:23.378068
1762,PressJunket,2024-03-19 05:42:05.609334
3479,Convention,2024-02-13 18:40:53.772289
1772,Mystery,2024-01-24 18:33:58.989910
2280,Promo,2024-03-17 19:35:33.827772
1141,CinemaTickets,2023-10-22 17:01:21.937541
1387,RedBandTrailer,2023-08-02 01:30:53.043422
3621,BehindTheScenesBook,2023-06-27 06:18:04.760538
3053,Symposium,2024-01-21 20:26:11.628052
3045,BoomOperator,2024-01-11 07:34:27.523418
1146,Reboot,2024-04-20 00:27:35.501025
600,TheatericalTrailer,2024-03-01 16:59:01.977780
3100,Gala,2023-10-21 19:18:52.821416
555,Adaptation,2023-07-15 07:07:53.392282
457,Reboot,2024-02-25 15:23:56.211560
2706,Tarantino,2023-11-28 09:31:40.930302
3271,InternationalTrailer,2023-11-20 01:14:48.812484
2456,Presentation,2024-02-04 00:10:29.598816
3559,Roundtable,2023-10-18 20:26:37.405560
342,Gathering,2023-05-21 00:23:59.048119
3857,CharacterPoster,2023-10-19 00:58:38.352420
3166,ActionFigures,2024-02-04 13:39:29.752211
2151,MovieMagic,2024-03-27 13:33:41.352020
1427,Casting,2023-07-30 11:30:44.745880
3105,Celebration,2023-06-21 02:32:29.638650
1485,Nemo,2024-03-03 20:12:54.651224
1306,ComicBook,2024-04-02 20:33:58.887573
3457,GreenScreen,2023-05-15 10:30:08.690467
1006,BoxOffice,2023-07-05 04:56:09.192720
2885,Assembly,2024-05-05 20:02:53.294948
80,EstablishingShot,2023-07-25 02:01:25.059806
3999,Adventure,2023-10-30 20:50:43.230826
1963,Actor,2023-11-08 21:13:05.523589
806,TeaserPoster,2023-07-01 23:29:14.709588
2873,AwardsCeremony,2023-10-21 08:19:21.822929
3735,SetDecoration,2023-11-26 01:26:16.710978
3466,PerformanceCapture,2023-12-21 04:47:46.603852
2071,Presentation,2023-12-23 10:08:25.788610
3125,Homage,2024-04-21 13:00:34.057933
792,SneakPeek,2023-05-10 15:27:40.542836
3512,FilmAnalysis,2023-07-09 05:53:35.511286
1755,Handheld,2023-07-18 06:08:08.696727
2489,Mono,2024-04-01 14:03:24.150652
826,FilmLanguage,2024-04-23 19:21:51.222403
3140,TVSpot,2023-05-12 20:18:17.275388
2203,CinematographyBook,2024-02-25 02:02:05.300550
2060,ScreenplayBook,2023-09-08 21:35:26.957758
206,Blockbuster,2024-01-16 12:18:59.717611
1510,Workshop,2024-02-07 22:25:45.725404
2430,Meeting,2024-03-13 17:02:49.985921
2103,War,2023-07-30 00:58:11.836293
856,ParallelEditing,2024-01-08 00:17:25.589896
1713,Prequel,2023-09-12 20:14:54.686896
1414,TradingCards,2023-07-22 13:55:39.065599
1935,CeremonieCesar2020,2024-04-16 13:26:41.976230
2594,FilmLanguage,2023-05-16 22:57:44.921882
1717,3D,2024-03-10 01:43:56.694118
2242,ScienceFiction,2023-11-17 02:14:04.563268
3832,BoomOperator,2024-01-02 08:18:49.291868
3609,ActionPoster,2023-06-20 20:16:06.993482
1386,InternationalPoster,2023-06-03 16:18:01.238422
102,StaticShot,2024-03-12 11:32:44.579641
514,NonDiegeticSound,2023-08-30 23:35:53.336760
959,ConceptArt,2023-07-18 07:39:07.689311
3162,MidnightScreening,2023-07-27 08:57:40.976321
3977,Action,2023-05-26 16:08:07.363951
3215,Billboard,2023-08-15 19:32:55.607609
3231,Assembly,2023-11-13 16:29:03.013391
1511,CrossPromotion,2023-05-21 02:08:40.968411
2792,FilmSchool,2023-10-11 12:00:26.126469
944,FilmAnalysis,2024-02-11 00:13:49.305122
1565,Flashforward,2023-06-22 14:21:17.243452
2725,Exhibition,2024-02-14 06:12:31.193783
71,FilmAnalysis,2024-02-08 01:19:36.845934
1714,TieIn,2023-12-09 18:03:32.918144
1190,ScreenplayBook,2024-04-26 09:57:36.101465
1146,CostumeDesignBook,2024-04-15 00:59:50.757748
506,Cut,2023-10-08 01:35:47.737872
3968,Banter,2023-12-17 10:31:42.716024
1642,Comedy,2023-09-27 17:42:10.907887
72,ArtDirection,2023-11-28 06:50:21.332013
715,CostumeDesignBook,2023-05-14 06:50:44.229949
2008,TheatericalTrailer,2023-12-26 12:09:23.739544
238,SneakPeek,2024-02-07 11:16:55.432536
3757,StoryboardArt,2023-09-18 01:50:53.759474
3794,3D,2023-05-18 23:47:14.220713
3440,MakeupArtist,2023-09-07 23:54:39.713352
2187,Poster,2023-09-05 18:55:46.919179
1510,GuerrillaMarketing,2024-02-11 22:12:26.142959
2374,FilmGenre,2024-01-22 18:02:18.024855
2929,FilmStructure,2023-07-27 06:08:49.018517
2005,FilmNoir,2024-03-26 03:44:39.249278
3836,5.1,2024-02-04 22:47:42.310278
3052,FilmHistory,2023-08-16 08:45:46.752135
3533,Disney,2024-04-05 05:26:51.178884
3133,Tarantino,2023-12-01 15:49:41.654736
1378,ClassicFilm,2023-08-05 02:54:27.859090
1310,IMAX,2023-08-29 20:28:53.480755
2477,BluRay,2024-02-13 11:56:18.100840
258,FilmScore,2024-01-21 10:37:47.007134
735,Retrospective,2023-11-17 07:12:04.535017
675,Reception,2024-05-06 04:53:11.110224
1130,FilmStyle,2023-06-11 01:21:14.452428
104,Tutorial,2023-10-13 22:44:00.885557
3551,Narration,2024-01-18 11:07:11.660436
990,FilmAnalysis,2024-01-24 09:44:33.688978
2082,Screenplay,2023-11-27 16:48:51.042259
3883,Banter,2023-08-08 18:48:57.266295
2940,Manga,2023-09-14 19:43:21.087486
3819,THX,2023-07-04 02:42:52.397796
1772,GuerrillaMarketing,2023-07-03 16:46:13.224491
3791,AwardsCeremony,2023-06-11 20:20:55.352207
332,GuerrillaMarketing,2023-06-01 20:57:29.840409
1890,AwardsCeremony,2023-05-15 06:09:54.632896
1847,FilmAesthetics,2023-09-22 23:01:10.120184
3014,Cinematography,2023-05-12 12:56:02.132609
3764,Sport,2024-02-05 05:29:32.350054
2696,DolbyAtmos,2024-03-01 00:34:13.693346
3424,Poster,2023-05-21 09:25:39.973148
1802,Gathering,2024-02-10 05:33:16.044211
1296,ScienceFiction,2023-07-27 13:52:38.688918
3260,TheatericalTrailer,2023-06-15 13:36:46.620331
1910,Rehearsal,2023-09-12 09:57:03.520730
3003,Action,2024-01-13 00:41:12.784492
1851,HarryPotter,2024-05-04 08:41:07.267118
253,Screening,2023-07-06 23:02:04.947001
3289,Sequence,2023-11-01 10:37:08.187369
1506,DreamSequence,2023-11-24 18:27:50.812117
2116,Stereo,2024-04-14 03:21:07.930622
848,Mixing,2023-05-26 18:21:53.832244
3924,FilmAnalysis,2024-04-03 08:48:30.012144
2626,Meeting,2023-07-27 00:31:45.978671
482,Stereo,2023-12-15 11:01:53.402256
2206,MakeupArtist,2024-01-07 23:43:36.573245
3012,Crime,2024-02-23 00:29:23.173762
2549,Tribute,2023-12-10 04:23:51.670240
43,Sequel,2023-12-31 21:43:46.698966
2509,Stereo,2024-03-28 10:28:49.034052
3124,Score,2024-05-06 04:47:41.883435
1590,DVD,2024-02-17 06:25:41.684583
80,Mastering,2024-04-12 04:52:26.085478
2829,Wardrobe,2024-01-19 19:31:49.812268
381,ArtPrint,2023-10-07 17:41:10.912149
3510,FilmIndustry,2023-12-18 19:54:20.762434
2450,ProductPlacement,2024-03-04 23:53:54.078648
2202,Manga,2024-04-20 07:08:46.404967
2296,DolbyAtmos,2024-01-15 16:17:56.325164
1735,Disney,2024-04-27 14:10:04.300040
2956,TheatericalTrailer,2023-08-20 04:03:43.587724
3760,FilmCritic,2023-10-23 00:25:49.035103
1630,Cannes,2023-11-22 00:34:08.911216
1132,History,2024-03-12 15:26:24.955903
1319,StaticShot,2024-03-02 17:50:12.616858
865,TeaserPoster,2023-10-26 06:27:37.252261
1278,Screenplay,2023-11-16 01:35:31.627163
1607,SoundEffect,2023-11-18 15:15:52.098714
955,Tilt,2023-05-26 10:08:45.066789
2769,CharacterPoster,2023-11-05 10:00:33.166867
1513,FilmForm,2024-02-06 12:05:13.775185
3471,DolbyAtmos,2023-05-16 11:26:55.796338
3325,Symposium,2023-12-25 21:17:33.113322
2433,FilmAnalysis,2024-02-02 21:06:09.426839
91,FilmAesthetics,2023-09-16 06:50:22.323084
931,Screening,2024-01-19 12:19:30.340808
936,Dubbing,2024-01-17 05:46:18.527944
3422,SilentFilm,2023-10-07 15:29:15.421360
526,ClassicFilm,2023-07-20 14:28:01.855277
697,Keynote,2023-05-15 02:48:32.623002
3385,FilmTheory,2024-03-31 13:00:00.289563
749,Sequel,2023-05-18 21:41:21.490972
351,Western,2023-05-26 21:43:43.261883
532,Dialogue,2023-08-14 07:50:29.114460
3715,Dialogue,2023-07-17 00:45:41.571249
684,FilmStyle,2024-03-05 20:51:30.187415
2499,TVSpot,2023-06-17 20:12:04.658633
1980,Dubbing,2023-06-11 08:10:15.014509
2314,SpecialEffects,2024-02-02 06:03:57.705474
1570,FilmAnalysis,2024-03-09 03:55:53.549084
2877,Homage,2023-08-26 21:11:53.331766
523,CostumeDesignBook,2023-05-17 15:51:40.707145
936,Actor,2023-09-12 00:32:21.214309
650,SpecialEffects,2024-03-30 14:23:55.567894
3083,MakingOf,2023-08-24 08:36:57.703172
2545,Afterparty,2023-05-21 15:17:41.803695
2313,GraphicNovel,2023-07-21 12:15:25.166644
255,ToyLine,2024-04-29 20:05:45.249531
1348,FilmForm,2023-05-20 13:28:35.940872
2953,SoundDesign,2023-06-26 23:09:17.516143
1497,Spinoff,2023-08-22 08:23:13.508487
315,MovieMagic,2023-11-02 21:08:59.335304
